graph-id-in-literal-wrapped-contains-k02-group-09-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-02|d42c4fb1fadb4a56f8aa46ebc02f39c62dce2b3cdf701dfa45b0d250730192da|200|success|200|95198|7d65fbc43e0cf8a1d4323c709e6963c32bdea3f389f5b683f619eee1fd79dc90
graph-id-in-parameter-wrapped-contains-k02-group-09-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-02|d42c4fb1fadb4a56f8aa46ebc02f39c62dce2b3cdf701dfa45b0d250730192da|200|success|200|95198|7d65fbc43e0cf8a1d4323c709e6963c32bdea3f389f5b683f619eee1fd79dc90
request-selected-set-wrapped-contains-k02-group-09-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-02|d42c4fb1fadb4a56f8aa46ebc02f39c62dce2b3cdf701dfa45b0d250730192da|200|success|200|95198|7d65fbc43e0cf8a1d4323c709e6963c32bdea3f389f5b683f619eee1fd79dc90
graph-id-in-literal-wrapped-contains-k02-group-10-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-10-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-10-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-10-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|1|763|7811e1c0f64fb9174b112349d7a5f89fec8a71f59a6b66db3b1e97241f5dc93c
graph-id-in-parameter-wrapped-contains-k02-group-10-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|1|763|7811e1c0f64fb9174b112349d7a5f89fec8a71f59a6b66db3b1e97241f5dc93c
request-selected-set-wrapped-contains-k02-group-10-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|1|763|7811e1c0f64fb9174b112349d7a5f89fec8a71f59a6b66db3b1e97241f5dc93c
graph-id-in-literal-wrapped-contains-k02-group-10-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|200|91604|a93cd6116bda146e01916f4ab7d54aa664da5b5c2287de109c82d6c48fcd38f8
graph-id-in-parameter-wrapped-contains-k02-group-10-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|200|91604|a93cd6116bda146e01916f4ab7d54aa664da5b5c2287de109c82d6c48fcd38f8
request-selected-set-wrapped-contains-k02-group-10-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-04|67bc0a9151ff4ff0b7a4cbe142cd1a0aa27d2df9ea1eefb583b41c4bac55cbc0|200|success|200|91604|a93cd6116bda146e01916f4ab7d54aa664da5b5c2287de109c82d6c48fcd38f8
graph-id-in-literal-wrapped-contains-k02-group-11-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-11-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-11-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-11-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|11|6331|43d88524d9da26840d520d8260a6801a2d864c2023e9806c3df4a5e673a5fd66
graph-id-in-parameter-wrapped-contains-k02-group-11-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|11|6331|43d88524d9da26840d520d8260a6801a2d864c2023e9806c3df4a5e673a5fd66
request-selected-set-wrapped-contains-k02-group-11-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|11|6331|43d88524d9da26840d520d8260a6801a2d864c2023e9806c3df4a5e673a5fd66
graph-id-in-literal-wrapped-contains-k02-group-11-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|200|98397|b1cc908cf8cd6a2354b320afca9ad225990c59be93a53ddc3912afb3b0d46d7b
graph-id-in-parameter-wrapped-contains-k02-group-11-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|200|98397|b1cc908cf8cd6a2354b320afca9ad225990c59be93a53ddc3912afb3b0d46d7b
request-selected-set-wrapped-contains-k02-group-11-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-06|88f6182281df14e6b0b855b5dde4dd3044f375804b3633c972ce4d3e08b43ba6|200|success|200|98397|b1cc908cf8cd6a2354b320afca9ad225990c59be93a53ddc3912afb3b0d46d7b
graph-id-in-literal-wrapped-contains-k02-group-12-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-12-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-12-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-12-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|1|754|033650595463ffba6f1f515fc8a38ba023fdd37a0e2442442be40f2d8baee0b4
graph-id-in-parameter-wrapped-contains-k02-group-12-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|1|754|033650595463ffba6f1f515fc8a38ba023fdd37a0e2442442be40f2d8baee0b4
request-selected-set-wrapped-contains-k02-group-12-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|1|754|033650595463ffba6f1f515fc8a38ba023fdd37a0e2442442be40f2d8baee0b4
graph-id-in-literal-wrapped-contains-k02-group-12-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|200|96144|13cc3d04be15c5d98101b6676211e0260c08571becd6cbc7be1dcfad1b7efce8
graph-id-in-parameter-wrapped-contains-k02-group-12-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|200|96144|13cc3d04be15c5d98101b6676211e0260c08571becd6cbc7be1dcfad1b7efce8
request-selected-set-wrapped-contains-k02-group-12-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-08|3c4fe65bc14eb1937d189a248b52326721309f2001ec6e35ad622817cf54c66a|200|success|200|96144|13cc3d04be15c5d98101b6676211e0260c08571becd6cbc7be1dcfad1b7efce8
graph-id-in-literal-wrapped-contains-k02-group-13-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-13-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-13-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-13-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|1|791|550bd45f802381cb65ea30928a856fc0c2bc207cbfc2a147aad4312130548c9a
graph-id-in-parameter-wrapped-contains-k02-group-13-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|1|791|550bd45f802381cb65ea30928a856fc0c2bc207cbfc2a147aad4312130548c9a
request-selected-set-wrapped-contains-k02-group-13-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|1|791|550bd45f802381cb65ea30928a856fc0c2bc207cbfc2a147aad4312130548c9a
graph-id-in-literal-wrapped-contains-k02-group-13-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|200|96089|d0bdae62973cb737c05eda37d83d6fd7dea4520a7f87acdd4ed9a2fba1f97888
graph-id-in-parameter-wrapped-contains-k02-group-13-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|200|96089|d0bdae62973cb737c05eda37d83d6fd7dea4520a7f87acdd4ed9a2fba1f97888
request-selected-set-wrapped-contains-k02-group-13-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-10|0526cfacee057116a16a7ad29d96c8d047d97847720c0657c7391b944df05e2d|200|success|200|96089|d0bdae62973cb737c05eda37d83d6fd7dea4520a7f87acdd4ed9a2fba1f97888
graph-id-in-literal-wrapped-contains-k02-group-14-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-14-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-14-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-14-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|12|6370|8871e0dc77f7df7110f742adaac439b8d2f4e912a3a21e1793fda026e0955f9b
graph-id-in-parameter-wrapped-contains-k02-group-14-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|12|6370|8871e0dc77f7df7110f742adaac439b8d2f4e912a3a21e1793fda026e0955f9b
request-selected-set-wrapped-contains-k02-group-14-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|12|6370|8871e0dc77f7df7110f742adaac439b8d2f4e912a3a21e1793fda026e0955f9b
graph-id-in-literal-wrapped-contains-k02-group-14-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|200|101142|3ec255435f1804ca883e61ce69218b0c9b6812e5f4d6241be813f3a04980ff78
graph-id-in-parameter-wrapped-contains-k02-group-14-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|200|101142|3ec255435f1804ca883e61ce69218b0c9b6812e5f4d6241be813f3a04980ff78
request-selected-set-wrapped-contains-k02-group-14-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-12|7e4325da346bf50d66313a73dc0a884bc6af8412dad5468ea789b15a6b8231c8|200|success|200|101142|3ec255435f1804ca883e61ce69218b0c9b6812e5f4d6241be813f3a04980ff78
graph-id-in-literal-wrapped-contains-k02-group-15-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-15-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-15-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-15-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|10|5866|c85815e1257e7d89a547803b839a8fa3d5c32a25ad93fc4df95c67dd0df38386
graph-id-in-parameter-wrapped-contains-k02-group-15-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|10|5866|c85815e1257e7d89a547803b839a8fa3d5c32a25ad93fc4df95c67dd0df38386
request-selected-set-wrapped-contains-k02-group-15-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|10|5866|c85815e1257e7d89a547803b839a8fa3d5c32a25ad93fc4df95c67dd0df38386
graph-id-in-literal-wrapped-contains-k02-group-15-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|200|95471|766b9ef7e8ecf0adce38af75461cc8c431950c6a78cf29871668bb82bbc59681
graph-id-in-parameter-wrapped-contains-k02-group-15-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|200|95471|766b9ef7e8ecf0adce38af75461cc8c431950c6a78cf29871668bb82bbc59681
request-selected-set-wrapped-contains-k02-group-15-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-tika-14|ff1c574984d7f5cb982a7847808ebb0e754bcffae09b4865ea65cc857bde09f8|200|success|200|95471|766b9ef7e8ecf0adce38af75461cc8c431950c6a78cf29871668bb82bbc59681
graph-id-in-literal-wrapped-contains-k02-group-16-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-16-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-16-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-16-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|4|2862|72e96499d86d64ae9da267f3b15791817d4250f06a8dfea9d09edd8c3c23a440
graph-id-in-parameter-wrapped-contains-k02-group-16-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|4|2862|72e96499d86d64ae9da267f3b15791817d4250f06a8dfea9d09edd8c3c23a440
request-selected-set-wrapped-contains-k02-group-16-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|4|2862|72e96499d86d64ae9da267f3b15791817d4250f06a8dfea9d09edd8c3c23a440
graph-id-in-literal-wrapped-contains-k02-group-16-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|200|92864|0ad6a5ae10cb27d8dd28af205e0df8ebd79b3e1ca0079c8c876100ee108fc38d
graph-id-in-parameter-wrapped-contains-k02-group-16-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|200|92864|0ad6a5ae10cb27d8dd28af205e0df8ebd79b3e1ca0079c8c876100ee108fc38d
request-selected-set-wrapped-contains-k02-group-16-dense|graph-set-reference|request-selected-set-wrapped-contains|dense|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-hive-00|abf7df661332aac0b7f397aa323cf0332248ba918e275776d5c53f638ffe4a81|200|success|200|92864|0ad6a5ae10cb27d8dd28af205e0df8ebd79b3e1ca0079c8c876100ee108fc38d
graph-id-in-literal-wrapped-contains-k02-group-17-zero|graph-id-set|graph-id-in-literal-wrapped-contains|zero|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-parameter-wrapped-contains-k02-group-17-zero|graph-id-set|graph-id-in-parameter-wrapped-contains|zero|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
request-selected-set-wrapped-contains-k02-group-17-zero|graph-set-reference|request-selected-set-wrapped-contains|zero|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|0|147|805c8c7334c868e18e2be84be95b83cc60895722d739c2b164a68be4cd410c49
graph-id-in-literal-wrapped-contains-k02-group-17-targeted|graph-id-set|graph-id-in-literal-wrapped-contains|targeted|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|4|2883|e83a01bd4b4e8f51ba0c51a53e73f87ec8dd6170bd60b37ef57b4eb9aba8bcc7
graph-id-in-parameter-wrapped-contains-k02-group-17-targeted|graph-id-set|graph-id-in-parameter-wrapped-contains|targeted|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|4|2883|e83a01bd4b4e8f51ba0c51a53e73f87ec8dd6170bd60b37ef57b4eb9aba8bcc7
request-selected-set-wrapped-contains-k02-group-17-targeted|graph-set-reference|request-selected-set-wrapped-contains|targeted|request-graph-set-selection-and-wrapped-contains|request-selected-source|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|4|2883|e83a01bd4b4e8f51ba0c51a53e73f87ec8dd6170bd60b37ef57b4eb9aba8bcc7
graph-id-in-literal-wrapped-contains-k02-group-17-dense|graph-id-set|graph-id-in-literal-wrapped-contains|dense|graph-id-in-literal-and-wrapped-contains|graph-routing-set|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|200|94183|b06f89a813919b2f4278637c18773fe7508c48351caa08a76cefe1f54c9b7715
graph-id-in-parameter-wrapped-contains-k02-group-17-dense|graph-id-set|graph-id-in-parameter-wrapped-contains|dense|graph-id-in-parameter-and-wrapped-contains|parameters|properties|fixture-hive-02|186cc0634154d673c1ee10ca7ac2ad0225d4c836a71b3b566f2c4bdfd0423900|200|success|200|94183|b06f89a813919b2f4278637c18773fe7508c48351caa08a76cefe1f54c9b7715
